time_s,phase,physics_time_s,command_depth_mm,depth_mm,tip_x_mm,tip_y_mm,tilt_deg,grasp_slip_mm,grasp_slip_deg,force_norm_n,torque_norm_nm,normal_load_n,min_separation_mm,contact_count,wrist_force_n,wrist_torque_nm,wrist_contact_force_balance_n,wrist_contact_torque_balance_nm,contact_power_w,lowest_peg_z_above_mouth_mm,fx,fy,fz,taux,tauy,tauz,qw,qx,qy,qz,vx,vy,vz,omegax,omegay,omegaz,joint1_rad,joint2_rad,joint3_rad,joint4_rad,joint5_rad,joint6_rad,joint7_rad,joint_velocity1_rad_s,joint_velocity2_rad_s,joint_velocity3_rad_s,joint_velocity4_rad_s,joint_velocity5_rad_s,joint_velocity6_rad_s,joint_velocity7_rad_s,hand_pose_0,hand_pose_1,hand_pose_2,hand_pose_3,hand_pose_4,hand_pose_5,hand_pose_6,grasp_position_0,grasp_position_1,grasp_position_2,grasp_quat_0,grasp_quat_1,grasp_quat_2,grasp_quat_3,wrist_raw_child_0,wrist_raw_child_1,wrist_raw_child_2,wrist_raw_child_3,wrist_raw_child_4,wrist_raw_child_5,wrist_force_world_0,wrist_force_world_1,wrist_force_world_2,wrist_torque_about_peg_base_world_0,wrist_torque_about_peg_base_world_1,wrist_torque_about_peg_base_world_2,com_offset_world_0,com_offset_world_1,com_offset_world_2,finger_position_0,finger_position_1,finger_velocity_0,finger_velocity_1,command_tilt_deg,reference_step
0.0,initial,0.0,-10.0,-14.986696094274519,-0.3940463066101074,0.06210384162841365,0.027976455118293345,0.0,0.0,0.0,0.0,0.0,0.0,0,4.188164894003421e-05,8.985184831544757e-05,4.188163438811898e-05,9.422535367775708e-05,0.0,14.984746387301378,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015174808504525572,-0.00023024242545943707,-8.841932140057907e-05,1.0,0.0005372912855818868,6.606241367990151e-05,0.002905134577304125,0.016766415908932686,-0.06841758638620377,-0.036398809403181076,-0.4915568232536316,0.48260074853897095,0.5057782530784607,-2.023857593536377,-0.34845951199531555,2.423549175262451,1.0165647268295288,0.00013979454524815083,-0.00022388246725313365,-0.0005327207618393004,-0.0004434513102751225,0.00017966270388569683,-0.00052718969527632,0.00018867291510105133,0.5995935797691345,5.1615817937999964e-05,0.12238046526908875,-9.352259075967595e-05,0.9999998807907104,0.00014850373554509133,0.00024728922289796174,-3.621280484367162e-06,-4.427618478075601e-06,0.032393764704465866,1.704790338408202e-05,3.2440489121654537e-06,1.0,-5.0999497034354135e-06,4.05751097787288e-06,3.0343277103384025e-05,2.858136940631084e-05,8.972328942036256e-05,9.627580084270448e-07,-4.707263542513829e-06,4.080658072780352e-06,-3.033671237062663e-05,-2.858502193703316e-05,9.410471830051392e-05,-3.494217821753409e-07,4.753644134325441e-06,-1.150369644165039e-05,-4.422712663654238e-06,0.02499999850988388,0.004024868365377188,0.004038381390273571,5.2228051572456025e-06,7.411668775603175e-06,0.0,0
0.008333333333212067,approach,0.008333333767950535,-10.0,-14.987172931432722,-0.3923177719116211,0.06290088640525937,0.027976455118293345,0.0018995567643287359,0.055952909680744456,0.0,0.0,0.0,0.0,0,0.01293968129903078,0.007976090535521507,0.01293968129903078,0.00661719124764204,0.0,14.985223224459581,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015367673768196255,-0.00023416391923092306,-9.036564006237313e-05,0.9999998807907104,0.0007188781164586544,0.00013361014134716243,0.002969598164781928,0.016094224527478218,-0.06904298812150955,-0.035506173968315125,-0.4915567934513092,0.48260074853897095,0.5057781934738159,-2.023857593536377,-0.3484591245651245,2.423549175262451,1.0165647268295288,0.0001361201429972425,-0.00020670155936386436,-0.0005179918371140957,-0.0005187682108953595,0.00031525318627245724,0.0005128838238306344,-0.0006210061837919056,0.5995936393737793,5.16517975484021e-05,0.12238043546676636,-9.367601887788624e-05,0.9999999403953552,0.000148368751979433,0.00024724937975406647,-1.9492954379529692e-06,-5.178346327738836e-06,0.03239326551556587,1.308640912611736e-05,5.307579613145208e-06,0.9999998807907104,-3.3071128200390376e-06,0.011180536821484566,-0.004540763795375824,-0.004670376423746347,0.0023751691915094852,0.006115202326327562,-0.004536616150289774,0.011176878586411476,0.004543204791843891,0.004676754120737314,0.001718259183689952,-0.00450036209076643,0.004536688793450594,-1.1682510375976562e-05,-4.520079528447241e-06,0.02499999850988388,0.004024869296699762,0.004038422368466854,5.20278172189137e-06,7.387105142697692e-06,0.0,1
0.016666666666424135,approach,0.01666666753590107,-10.0,-14.987232536077498,-0.39184093475341797,0.0631854563835077,0.027976455118293345,0.00243807289734832,0.03956468118525214,0.0,0.0,0.0,0.0,0,0.002391642425209284,0.0015602568164467812,0.002391642425209284,0.0014844679972156882,0.0,14.985282829104356,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015208472905214876,-0.00023648048227187246,-9.127237717621028e-05,0.9999999403953552,0.0003040556039195508,0.0001495932083344087,0.003008099040016532,0.01620793342590332,-0.04424586519598961,-0.01704413816332817,-0.4915567636489868,0.48260074853897095,0.5057781338691711,-2.023857593536377,-0.34845879673957825,2.423549175262451,1.0165647268295288,0.0001266699400730431,-0.0001932980230776593,-0.00048043011338450015,-0.0004951198352500796,0.000309293856844306,0.0005844205734319985,-0.00036831252509728074,0.5995936393737793,5.16743675689213e-05,0.12238043546676636,-9.379037510370836e-05,0.9999999403953552,0.0001482097286498174,0.0002472362248227,-1.4715033103129826e-06,-5.432808393379673e-06,0.0323932059109211,1.0756463780126069e-05,3.87465024687117e-06,0.9999999403953552,-2.515474307074328e-06,0.0008088963804766536,-0.0018563412595540285,-0.0012726497370749712,0.0003750342002604157,0.0004927372792735696,0.0014321175403892994,0.0008077166858129203,0.0018563420744612813,0.0012733974726870656,0.00010767189087346196,-0.0003755821380764246,-0.0014321277849376202,-1.1801719665527344e-05,-4.5654160203412175e-06,0.02499999850988388,0.004024845082312822,0.00403845589607954,5.205565230426146e-06,7.3878036346286535e-06,0.0,2
0.024999999999636202,approach,0.025000001303851604,-10.0,-14.987284690141676,-0.39184093475341797,0.0633529998594895,0.027976455118293345,0.002762299573078053,0.06852804166478502,0.0,0.0,0.0,0.0,0,0.00120360660366714,0.0005059094401076436,0.0012036062544211745,0.0004948499263264239,0.0,14.985334983168535,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015239158528856933,-0.0002362538070883602,-9.106563811656088e-05,0.9999998807907104,0.00014717970043420792,0.00012071392848156393,0.0030207119416445494,0.013355511240661144,-0.03493235260248184,-0.008799929171800613,-0.4915567636489868,0.48260074853897095,0.5057780742645264,-2.023857593536377,-0.34845849871635437,2.423549175262451,1.0165647268295288,0.00011635656846920028,-0.00018160771287512034,-0.00044213171349838376,-0.00046574260341003537,0.000292457640171051,0.0005385578842833638,-0.00041480723302811384,0.5995935201644897,5.140990106156096e-05,0.12238043546676636,-9.376127127325162e-05,0.9999998807907104,0.00014789208944421262,0.0002471411135047674,-1.3459812180371955e-06,-5.866679202881642e-06,0.03239314630627632,1.0888112228712998e-05,4.499197075347183e-06,0.9999998211860657,-2.6929271825792966e-06,0.00011075839574914426,-0.0010243688011541963,-0.0006221493822522461,0.00012673716992139816,-0.00013391050742939115,-0.00047111575258895755,0.00011014784831786528,0.0010242845164611936,0.0006223958334885538,-2.152820525225252e-05,0.00014981560525484383,0.0004711351066362113,-1.1801719665527344e-05,-4.55508052255027e-06,0.02499999850988388,0.004024835303425789,0.004038553219288588,5.150659490027465e-06,7.310503860935569e-06,0.0,3
0.03333333333284827,approach,0.03333333507180214,-10.0,-14.987329393625258,-0.39184093475341797,0.06318484520306811,0.027976455118293345,0.0026891975721810013,0.055952909680744456,0.0,0.0,0.0,0.0,0,0.0011935487855225801,0.00020529463654384017,0.0011935483198612928,0.00018911639926955104,0.0,14.985379686652117,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015088198415469378,-0.0002371042501181364,-9.054449037648737e-05,0.9999998807907104,9.264184336643666e-05,0.000122086625196971,0.0030191908590495586,0.01278223842382431,-0.03137499839067459,-0.00573841854929924,-0.4915567636489868,0.48260074853897095,0.5057780146598816,-2.023857593536377,-0.34845829010009766,2.423549175262451,1.0165647268295288,0.00010869898687815294,-0.00016975871403701603,-0.00040960562182590365,-0.000440479489043355,0.0002729678526520729,0.0005022428813390434,-0.0003618942864704877,0.5995935201644897,5.140990106156096e-05,0.12238043546676636,-9.376127127325162e-05,0.9999998807907104,0.00014789208944421262,0.0002471411135047674,-1.3460103218676522e-06,-5.698533641407266e-06,0.03239310160279274,1.0037629181169905e-05,2.9897812510171207e-06,0.9999998807907104,-3.2145594559551682e-06,0.000294587982352823,-0.0010716259712353349,-0.0004351944662630558,0.00012496810813900083,-7.678206748096272e-05,0.00014364320668391883,0.00029405581881292164,0.0010716309770941734,0.00043554071453399956,-2.981010766234249e-05,0.00011935697693843395,-0.00014363245281856507,-1.1861324310302734e-05,-4.529014404397458e-06,0.02499999850988388,0.00402481434866786,0.004038582555949688,5.143501766724512e-06,7.300637662410736e-06,0.0,4
0.04166666666606034,approach,0.041666668839752674,-10.0,-14.987336844205855,-0.39184093475341797,0.06328523886622861,0.027976455118293345,0.0026191082724835724,0.0,0.0,0.0,0.0,0.0,0,0.001018899492919445,0.00014208193169906735,0.0010188991436734796,0.00012350590259302408,0.0,14.985387137232713,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001509187713963911,-0.00023692699323873967,-9.042511373991147e-05,1.0,9.063228208106011e-05,0.0001270275970455259,0.00302338320761919,0.01252843625843525,-0.031186455860733986,-0.0060293059796094894,-0.4915567636489868,0.48260074853897095,0.5057779550552368,-2.023857593536377,-0.34845808148384094,2.423549175262451,1.0165647268295288,0.00010393607954028994,-0.00015744163829367608,-0.00038306484930217266,-0.0004191871266812086,0.0002532738435547799,0.0004705648752860725,-0.00034032826079055667,0.5995936393737793,5.14280836796388e-05,0.12238046526908875,-9.388274338562042e-05,0.9999998807907104,0.00014778126205783337,0.00024717432097531855,-1.4673614714411087e-06,-5.772906661150046e-06,0.03239312395453453,1.0248179023619741e-05,3.1374290756502887e-06,1.0,-3.4553474961285247e-06,0.0003096658329013735,-0.000939645862672478,-0.00024357523943763226,0.00011619084398262203,-6.91044406266883e-05,-4.37211747339461e-05,0.0003092676342930645,0.0009396912646479905,0.0002439045929349959,-1.9610903109423816e-05,0.00011382567754480988,4.373598858364858e-05,-1.1861324310302734e-05,-4.52304448117502e-06,0.02499999850988388,0.004024803638458252,0.004038637038320303,5.1395827540545724e-06,7.295690011233091e-06,0.0,5
0.049999999999272404,approach,0.05000000260770321,-10.0,-14.987351745367048,-0.3917217254638672,0.06340839172480628,0.027976455118293345,0.0027844948817801196,0.0,0.0,0.0,0.0,0.0,0,0.0009044578764587641,0.00012787783634848893,0.0009044575272127986,0.00010577120701782405,0.0,14.985402038393907,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001509187713963911,-0.00023730717657599598,-9.049224172485992e-05,1.0,0.00012722774408757687,0.00013506950926966965,0.0030225093942135572,0.013010896742343903,-0.033323321491479874,-0.008479835465550423,-0.4915567636489868,0.48260074853897095,0.505777895450592,-2.023857593536377,-0.34845787286758423,2.423549175262451,1.0165647268295288,0.00010204981663264334,-0.00014436515630222857,-0.0003624462115112692,-0.00040238344809040427,0.00023479652008973062,0.0004449979751370847,-0.00031201672391034663,0.5995936393737793,5.14280836796388e-05,0.12238046526908875,-9.388274338562042e-05,0.9999998807907104,0.00014778126205783337,0.00024717432097531855,-1.3481085261446424e-06,-5.8960267779184505e-06,0.03239310905337334,9.868002962321043e-06,3.1374356694868766e-06,1.0,-3.3882679417729378e-06,0.0002864404523279518,-0.0008578786510042846,-6.3332113313663285e-06,0.00011071585322497413,-6.290253804763779e-05,1.1747765711334068e-05,0.0002861836983356625,0.0008579617133364081,6.6358252297504805e-06,-1.3241828128229827e-05,0.00010428117820993066,-1.1731906852219254e-05,-1.1861324310302734e-05,-4.526402335613966e-06,0.02499999850988388,0.004024807829409838,0.004038698505610228,5.139225322636776e-06,7.290364010259509e-06,0.0,6
0.05833333333248447,approach,0.058333336375653744,-10.0,-14.987359195947645,-0.3917217254638672,0.06350413605105132,0.027976455118293345,0.0027983867312286748,0.06852804166478502,0.0,0.0,0.0,0.0,0,0.0008057364611886442,0.00012775811774190515,0.0008057362283580005,6.727490108460188e-05,0.0,14.985409488974504,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015068035281728953,-0.00023777766909915954,-9.076888090930879e-05,0.9999998807907104,9.567446977598593e-05,0.00014158006524667144,0.003020866774022579,0.012652813456952572,-0.03145328164100647,-0.0069284033961594105,-0.4915567636489868,0.48260074853897095,0.5057778358459473,-2.023857593536377,-0.3484577238559723,2.423549175262451,1.0165647268295288,0.00010399306484032422,-0.00012975902063772082,-0.00034868301008827984,-0.00038942182436585426,0.00021650170674547553,0.0004312759265303612,-0.00028742034919559956,0.5995936393737793,5.149372009327635e-05,0.12238046526908875,-9.406008030055091e-05,0.9999998807907104,0.00014762899081688374,0.0002471313637215644,-1.3453172869049013e-06,-5.9146477724425495e-06,0.03239310160279274,9.354451321996748e-06,3.051298108402989e-06,0.9999998211860657,-3.2890586680878187e-06,0.00010943587403744459,-0.0007716470863670111,0.00020444020628929138,0.00011702701158355922,-5.118028639117256e-05,-2.7194985250389436e-06,0.00010930902499239892,0.0007717175758443773,-0.00020424094691406935,5.531830538529903e-06,6.699121149722487e-05,2.73648947768379e-06,-1.1861324310302734e-05,-4.540233931038529e-06,0.02499999850988388,0.004024797584861517,0.0040387241169810295,5.135399078426417e-06,7.289578206837177e-06,0.0,7
0.06666666666569654,approach,0.06666667014360428,-10.0,-14.987307041883467,-0.3917217254638672,0.06363151624100283,0.027976455118293345,0.002856503442671965,0.03956468118525214,0.0,0.0,0.0,0.0,0,0.0008358441409654915,0.0001288830826524645,0.0008358439081348479,7.093504973454401e-05,0.0,14.985357334910326,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014703348278999329,-0.00023717808653600514,-9.091250831261277e-05,0.9999999403953552,8.233622065745294e-05,0.00014965934678912163,0.0030145440250635147,0.013104276731610298,-0.030740929767489433,-0.006850601639598608,-0.4915567636489868,0.48260074853897095,0.5057777762413025,-2.023857593536377,-0.3484576344490051,2.423549175262451,1.0165647268295288,0.00010944819950964302,-0.00011374782479833812,-0.0003412630467209965,-0.0003805457381531596,0.00019908462127204984,0.0004213355714455247,-0.0002650582464411855,0.5995936393737793,5.149372009327635e-05,0.12238046526908875,-9.406008030055091e-05,0.9999998807907104,0.00014762899081688374,0.0002471313637215644,-1.3453045539790764e-06,-6.042018867447041e-06,0.03239315375685692,9.953701010090299e-06,-5.956651989436068e-07,0.9999999403953552,-3.146250037389109e-06,1.6329549907823093e-05,-0.0006830269121564925,0.000481500755995512,0.00010964659304590896,-6.722092803101987e-05,-8.355924364877865e-06,1.6365813280572183e-05,0.0006831221398897469,-0.0004813639970961958,1.0951938747894019e-05,6.958224548725411e-05,8.375416655326262e-06,-1.1861324310302734e-05,-4.5473680074792355e-06,0.02499999850988388,0.004024809692054987,0.0040387376211583614,5.1356983021833e-06,7.288617780432105e-06,0.0,8
0.0749999999989086,approach,0.07500000391155481,-10.0,-14.987239986658095,-0.3917813301086426,0.06370812479872257,0.027976455118293345,0.003020147914867266,0.0,0.0,0.0,0.0,0.0,0,0.0009870089124888182,0.00013169100566301495,0.0009870086796581745,6.343620043480769e-05,0.0,14.985290279684953,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014675644342787564,-0.0002370713627897203,-9.038319694809616e-05,1.0,9.086339559871703e-05,0.00015658329357393086,0.003000890137627721,0.013394748792052269,-0.031208381056785583,-0.0073738317005336285,-0.49155673384666443,0.48260074853897095,0.5057777166366577,-2.023857593536377,-0.34845754504203796,2.423549175262451,1.0165647268295288,0.00011861402890644968,-9.600724297342822e-05,-0.00034026362118311226,-0.00037620827788487077,0.00018363154958933592,0.0004190002509858459,-0.00024403225688729435,0.5995935797691345,5.128655175212771e-05,0.12238046526908875,-9.398501424584538e-05,0.9999998807907104,0.00014745646330993623,0.0002470511826686561,-1.3400622265180573e-06,-6.33064701105468e-06,0.03239322081208229,9.980328286474105e-06,-7.001133326411946e-07,1.0,-3.6005258152727038e-06,-3.934118285542354e-05,-0.0006175735616125166,0.0007689225021749735,0.00011539140541572124,-6.342682900140062e-05,-2.0929271613567835e-06,-3.914344415534288e-05,0.0006177063332870603,-0.0007688255282118917,2.6160945708397776e-05,5.775182580691762e-05,2.1173245841055177e-06,-1.1861324310302734e-05,-4.520898073678836e-06,0.02499999850988388,0.004024803638458252,0.004038837272673845,5.137597327120602e-06,7.2937109507620335e-06,0.0,9
